sheet_name,voce_code,component_order,component_type,description,unit_measure,quantity,unit_price,total_price
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,44,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,45,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,46,manodopera,Op. Specializzato (MO1002),h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,47,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,48,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,49,materiale,040090 - Kimicover FIX (primer),Kg / mq,0.200000,17.920000,3.584000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,50,materiale,190131 - Kimitech CBA 420,Kg / mq,1.200000,232.800000,279.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,51,materiale,020061 - Kimitech CMP (incollaggio+impregnazione),Kg / mq,1.200000,35.360000,42.432000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,52,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.200000,8.000000,1.600000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,53,manodopera,Op. Qualificato (MO1003),h / mq,0.100000,27.080000,2.708000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,54,manodopera,Op. Specializzato (MO1002),h / mq,0.100000,29.220000,2.922000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,55,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,56,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,57,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,58,manodopera,Op. Specializzato (MO1002),h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,59,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,60,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,61,materiale,040090 - Kimicover FIX (primer),Kg / mq,0.200000,17.920000,3.584000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,62,materiale,190131 - Kimitech CBA 420,Kg / mq,1.200000,232.800000,279.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,63,materiale,020061 - Kimitech CMP (incollaggio+impregnazione),Kg / mq,1.200000,35.360000,42.432000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,64,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.200000,8.000000,1.600000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,65,manodopera,Op. Qualificato (MO1003),h / mq,0.100000,27.080000,2.708000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,66,manodopera,Op. Specializzato (MO1002),h / mq,0.100000,29.220000,2.922000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,67,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,68,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,69,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,70,manodopera,Op. Specializzato (MO1002),h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,71,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,72,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,73,materiale,040090 - Kimicover FIX (primer),Kg / mq,0.200000,17.920000,3.584000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,74,materiale,190131 - Kimitech CBA 420,Kg / mq,1.200000,232.800000,279.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,75,materiale,020061 - Kimitech CMP (incollaggio+impregnazione),Kg / mq,1.200000,35.360000,42.432000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,76,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.200000,8.000000,1.600000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,77,manodopera,Op. Qualificato (MO1003),h / mq,0.100000,27.080000,2.708000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,78,manodopera,Op. Specializzato (MO1002),h / mq,0.100000,29.220000,2.922000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,79,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,80,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,81,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,82,manodopera,Op. Specializzato (MO1002),h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,83,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,84,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,85,materiale,040090 - Kimicover FIX (primer),Kg / mq,0.200000,17.920000,3.584000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,86,materiale,190131 - Kimitech CBA 420,Kg / mq,1.200000,232.800000,279.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,87,materiale,020061 - Kimitech CMP (incollaggio+impregnazione),Kg / mq,1.200000,35.360000,42.432000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,88,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.200000,8.000000,1.600000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,89,manodopera,Op. Qualificato (MO1003),h / mq,0.100000,27.080000,2.708000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,90,manodopera,Op. Specializzato (MO1002),h / mq,0.100000,29.220000,2.922000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,91,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,92,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,93,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,94,manodopera,Op. Specializzato (MO1002),h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,95,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,96,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,97,materiale,040090 - Kimicover FIX (primer),Kg / mq,0.200000,17.920000,3.584000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,98,materiale,190131 - Kimitech CBA 420,Kg / mq,1.200000,232.800000,279.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,99,materiale,020061 - Kimitech CMP (incollaggio+impregnazione),Kg / mq,1.200000,35.360000,42.432000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,100,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.200000,8.000000,1.600000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,101,manodopera,Op. Qualificato (MO1003),h / mq,0.100000,27.080000,2.708000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,102,manodopera,Op. Specializzato (MO1002),h / mq,0.100000,29.220000,2.922000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,103,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,104,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,105,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,106,manodopera,Op. Specializzato (MO1002),h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,107,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,108,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,109,materiale,040090 - Kimicover FIX (primer),Kg / mq,0.200000,17.920000,3.584000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,110,materiale,190131 - Kimitech CBA 420,Kg / mq,1.200000,232.800000,279.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,111,materiale,020061 - Kimitech CMP (incollaggio+impregnazione),Kg / mq,1.200000,35.360000,42.432000
Rinforzo sistemi compositi,RinStr_vc_2.h.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,112,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.200000,8.000000,1.600000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,1,lavorazione,1 - Posa in opera del tessuto in fibra di carbonio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,2,lavorazione,1 - Posa in opera del tessuto in fibra di carbonio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,3,lavorazione,1 - Posa in opera del tessuto in fibra di carbonio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,4,lavorazione,1 - Posa in opera del tessuto in fibra di carbonio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,5,lavorazione,1 - Posa in opera del tessuto in fibra di carbonio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,6,lavorazione,1 - Posa in opera del tessuto in fibra di carbonio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,7,lavorazione,1 - Posa in opera del tessuto in fibra di carbonio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,8,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,9,manodopera,Op. Specializzato (MO1002),h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,10,lavorazione,2 - Applicazione resina di impregnazione,,,,
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,11,lavorazione,2 - Applicazione resina di impregnazione,,,,
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,12,lavorazione,2 - Applicazione resina di impregnazione,,,,
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,13,lavorazione,2 - Applicazione resina di impregnazione,,,,
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,14,lavorazione,2 - Applicazione resina di impregnazione,,,,
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,15,lavorazione,2 - Applicazione resina di impregnazione,,,,
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,16,lavorazione,2 - Applicazione resina di impregnazione,,,,
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,17,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,18,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,19,materiale,190131 - Kimitech CBA 420,Kg / mq,1.200000,232.800000,279.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,20,materiale,020061 - Kimitech CMP (incollaggio+impregnazione),Kg / mq,1.000000,35.360000,35.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,21,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.200000,8.000000,1.600000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,22,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,23,manodopera,Op. Specializzato (MO1002),h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,24,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,25,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,26,materiale,190131 - Kimitech CBA 420,Kg / mq,1.200000,232.800000,279.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,27,materiale,020061 - Kimitech CMP (incollaggio+impregnazione),Kg / mq,1.000000,35.360000,35.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,28,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.200000,8.000000,1.600000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,29,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,30,manodopera,Op. Specializzato (MO1002),h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,31,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,32,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,33,materiale,190131 - Kimitech CBA 420,Kg / mq,1.200000,232.800000,279.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,34,materiale,020061 - Kimitech CMP (incollaggio+impregnazione),Kg / mq,1.000000,35.360000,35.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,35,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.200000,8.000000,1.600000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,36,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,37,manodopera,Op. Specializzato (MO1002),h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,38,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,39,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,40,materiale,190131 - Kimitech CBA 420,Kg / mq,1.200000,232.800000,279.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,41,materiale,020061 - Kimitech CMP (incollaggio+impregnazione),Kg / mq,1.000000,35.360000,35.360000
